"_messagetimems","_messagetime","_raw","cluster","_collector","container","deployment","environment","host","log_level","logtype","namespace","node","pod","provider","region","service","_size","_source","_sourcecategory","_sourcehost","_sourcename","tier"
"1667250522845","10/31/2022 14:08:42.845 -0700","{""timestamp"":1667250522845,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":845666000},""thread"":""jetty-74"",""level"":""INFO"",""loggerName"":""com.automationanywhere.processdiscovery.logging.filter.SecurityContextLoggingFilter"",""message"":""before: isFlowchartToPddUrls(req): false"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":74,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.845773216Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","469","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250522845","10/31/2022 14:08:42.845 -0700","{""timestamp"":1667250522845,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":845612000},""thread"":""jetty-74"",""level"":""INFO"",""loggerName"":""com.automationanywhere.processdiscovery.logging.filter.SecurityContextLoggingFilter"",""message"":""before: req.pathInfo(): /v1/health"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":74,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.845733554Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","463","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250522845","10/31/2022 14:08:42.845 -0700","{""timestamp"":1667250522845,""log"":{""ClientAddr"":""10.19.173.60:23026"",""ClientHost"":""10.19.173.60"",""ClientPort"":""23026"",""ClientUsername"":""-"",""DownstreamContentSize"":1398,""DownstreamStatus"":200,""Duration"":1105508,""OriginContentSize"":1398,""OriginDuration"":1011736,""OriginStatus"":200,""Overhead"":93772,""RequestAddr"":""10.19.34.244"",""RequestContentSize"":0,""RequestCount"":7534,""RequestHost"":""10.19.34.244"",""RequestMethod"":""GET"",""RequestPath"":""/"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""static@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.844498491Z"",""StartUTC"":""2022-10-31T21:08:42.844498491Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.845762939Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","info","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1019","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-traefikv2","infrequent"
"1667250522844","10/31/2022 14:08:42.844 -0700","{""timestamp"":1667250522844,""log"":{""ClientAddr"":""10.19.173.60:22368"",""ClientHost"":""10.19.173.60"",""ClientPort"":""22368"",""ClientUsername"":""-"",""DownstreamContentSize"":2111,""DownstreamStatus"":200,""Duration"":935933,""OriginContentSize"":2111,""OriginDuration"":860228,""OriginStatus"":200,""Overhead"":75705,""RequestAddr"":""10.19.92.85"",""RequestContentSize"":0,""RequestCount"":4606,""RequestHost"":""10.19.92.85"",""RequestMethod"":""GET"",""RequestPath"":""/aari"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""aari_static@file"",""ServiceAddr"":""127.0.0.1:4569"",""ServiceName"":""aari_static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4569"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.843796038Z"",""StartUTC"":""2022-10-31T21:08:42.843796038Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.844903364Z""}","test-us-west-2-eks","test-us-west-2-eks","hbc-traefikv2","lilywei-hbc","test","ip-10-19-85-194.us-west-2.compute.internal","info","Other","default","ip-10-19-85-194.us-west-2.compute.internal","lilywei-hbc-66757cd79d-25nbs","aws","us-west-2","lilywei-hbc_lilywei-hbc-internal","1029","logs","test/aws/us-west-2/k8s/default/lilywei-hbc","44.232.204.179","default_lilywei-hbc-66757cd79d-25nbs_hbc-traefikv2","infrequent"
"1667250522812","10/31/2022 14:08:42.812 -0700","{""timestamp"":1667250522812,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":812761000},""thread"":""pool-5-thread-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.durablemessaging.activemq.KubernetesDiscoveryAgent"",""message"":""connecting to kubernetes service endpoint https://kubernetes.default.svc.cluster.local/api/v1/namespaces/default/endpoints/lilywei-activemq"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":21,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.812911552Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","565","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250522709","10/31/2022 14:08:42.709 -0700","{""timestamp"":1667250522709,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":708908000},""thread"":""jetty-72"",""level"":""INFO"",""loggerName"":""com.automationanywhere.processdiscovery.logging.filter.SecurityContextLoggingFilter"",""message"":""before: isFlowchartToPddUrls(req): false"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":72,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.709039337Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","469","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250522709","10/31/2022 14:08:42.709 -0700","{""timestamp"":1667250522709,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":708831000},""thread"":""jetty-72"",""level"":""INFO"",""loggerName"":""com.automationanywhere.processdiscovery.logging.filter.SecurityContextLoggingFilter"",""message"":""before: req.pathInfo(): /v1/health"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{},""threadId"":72,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.709003813Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-procdisc","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","INFO","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","463","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-procdisc","infrequent"
"1667250522709","10/31/2022 14:08:42.709 -0700","{""timestamp"":1667250522709,""log"":{""ClientAddr"":""10.19.130.52:26962"",""ClientHost"":""10.19.130.52"",""ClientPort"":""26962"",""ClientUsername"":""-"",""DownstreamContentSize"":22,""DownstreamStatus"":200,""Duration"":806548,""OriginContentSize"":22,""OriginDuration"":769871,""OriginStatus"":200,""Overhead"":36677,""RequestAddr"":""10.19.65.215"",""RequestContentSize"":0,""RequestCount"":4599,""RequestHost"":""10.19.65.215"",""RequestMethod"":""GET"",""RequestPath"":""/processdiscovery/v1/health"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""processdiscovery@file"",""ServiceAddr"":""127.0.0.1:4568"",""ServiceName"":""processdiscovery@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4568"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.70845764Z"",""StartUTC"":""2022-10-31T21:08:42.70845764Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.709424914Z""}","test-us-west-2-eks","test-us-west-2-eks","procdisc-traefikv2","lilywei-procdisc","test","ip-10-19-69-195.us-west-2.compute.internal","info","Other","default","ip-10-19-69-195.us-west-2.compute.internal","lilywei-procdisc-f5bdb6f7f-42kwf","aws","us-west-2","lilywei-procdisc","1057","logs","test/aws/us-west-2/k8s/default/lilywei-procdisc","35.155.28.36","default_lilywei-procdisc-f5bdb6f7f-42kwf_procdisc-traefikv2","infrequent"
"1667250522709","10/31/2022 14:08:42.709 -0700","{""timestamp"":1667250522709,""log"":{""ClientAddr"":""10.19.130.52:6208"",""ClientHost"":""10.19.130.52"",""ClientPort"":""6208"",""ClientUsername"":""-"",""DownstreamContentSize"":1398,""DownstreamStatus"":200,""Duration"":832410,""OriginContentSize"":1398,""OriginDuration"":770589,""OriginStatus"":200,""Overhead"":61821,""RequestAddr"":""10.19.82.26"",""RequestContentSize"":0,""RequestCount"":7529,""RequestHost"":""10.19.82.26"",""RequestMethod"":""GET"",""RequestPath"":""/"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""static@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.708416926Z"",""StartUTC"":""2022-10-31T21:08:42.708416926Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.709430628Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","info","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1013","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","44.235.187.138","default_lilywei-kernel-5b4df4c899-2429k_kernel-traefikv2","infrequent"
"1667250522708","10/31/2022 14:08:42.708 -0700","{""timestamp"":1667250522708,""log"":{""ClientAddr"":""10.19.130.52:40644"",""ClientHost"":""10.19.130.52"",""ClientPort"":""40644"",""ClientUsername"":""-"",""DownstreamContentSize"":2111,""DownstreamStatus"":200,""Duration"":1033587,""OriginContentSize"":2111,""OriginDuration"":932649,""OriginStatus"":200,""Overhead"":100938,""RequestAddr"":""10.19.92.85"",""RequestContentSize"":0,""RequestCount"":4605,""RequestHost"":""10.19.92.85"",""RequestMethod"":""GET"",""RequestPath"":""/aari"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""aari_static@file"",""ServiceAddr"":""127.0.0.1:4569"",""ServiceName"":""aari_static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4569"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.70725139Z"",""StartUTC"":""2022-10-31T21:08:42.70725139Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.708464163Z""}","test-us-west-2-eks","test-us-west-2-eks","hbc-traefikv2","lilywei-hbc","test","ip-10-19-85-194.us-west-2.compute.internal","info","Other","default","ip-10-19-85-194.us-west-2.compute.internal","lilywei-hbc-66757cd79d-25nbs","aws","us-west-2","lilywei-hbc_lilywei-hbc-internal","1029","logs","test/aws/us-west-2/k8s/default/lilywei-hbc","44.232.204.179","default_lilywei-hbc-66757cd79d-25nbs_hbc-traefikv2","infrequent"
"1667250522708","10/31/2022 14:08:42.708 -0700","{""timestamp"":1667250522708,""log"":{""ClientAddr"":""10.19.130.52:24278"",""ClientHost"":""10.19.130.52"",""ClientPort"":""24278"",""ClientUsername"":""-"",""DownstreamContentSize"":22,""DownstreamStatus"":200,""Duration"":675576,""OriginContentSize"":22,""OriginDuration"":620379,""OriginStatus"":200,""Overhead"":55197,""RequestAddr"":""10.19.32.184"",""RequestContentSize"":0,""RequestCount"":4594,""RequestHost"":""10.19.32.184"",""RequestMethod"":""GET"",""RequestPath"":""/storage/v1/health"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""storage@file"",""ServiceAddr"":""127.0.0.1:4571"",""ServiceName"":""storage@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4571"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.707714844Z"",""StartUTC"":""2022-10-31T21:08:42.707714844Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.708579185Z""}","test-us-west-2-eks","test-us-west-2-eks","storage-traefikv2","lilywei-storage","test","ip-10-19-43-16.us-west-2.compute.internal","info","Other","default","ip-10-19-43-16.us-west-2.compute.internal","lilywei-storage-696955bfb7-48vkf","aws","us-west-2","lilywei-storage_lilywei-storage-internal","1032","logs","test/aws/us-west-2/k8s/default/lilywei-storage","44.235.187.138","default_lilywei-storage-696955bfb7-48vkf_storage-traefikv2","infrequent"
"1667250522704","10/31/2022 14:08:42.704 -0700","{""timestamp"":1667250522704,""log"":{""ClientAddr"":""10.19.130.52:17738"",""ClientHost"":""10.19.130.52"",""ClientPort"":""17738"",""ClientUsername"":""-"",""DownstreamContentSize"":1398,""DownstreamStatus"":200,""Duration"":987803,""OriginContentSize"":1398,""OriginDuration"":924369,""OriginStatus"":200,""Overhead"":63434,""RequestAddr"":""10.19.34.244"",""RequestContentSize"":0,""RequestCount"":7533,""RequestHost"":""10.19.34.244"",""RequestMethod"":""GET"",""RequestPath"":""/"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""static@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.703522016Z"",""StartUTC"":""2022-10-31T21:08:42.703522016Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.704700826Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","info","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1017","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-traefikv2","infrequent"
"1667250522660","10/31/2022 14:08:42.660 -0700","{""timestamp"":1667250522660,""log"":{""ClientAddr"":""10.19.192.64:18278"",""ClientHost"":""10.19.192.64"",""ClientPort"":""18278"",""ClientUsername"":""-"",""DownstreamContentSize"":1398,""DownstreamStatus"":200,""Duration"":1229931,""OriginContentSize"":1398,""OriginDuration"":1136628,""OriginStatus"":200,""Overhead"":93303,""RequestAddr"":""10.19.34.244"",""RequestContentSize"":0,""RequestCount"":7531,""RequestHost"":""10.19.34.244"",""RequestMethod"":""GET"",""RequestPath"":""/"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""static@file"",""ServiceAddr"":""127.0.0.1:4567"",""ServiceName"":""static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4567"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.658603037Z"",""StartUTC"":""2022-10-31T21:08:42.658603037Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.660007657Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-traefikv2","lilywei-kernel","test","ip-10-19-46-14.us-west-2.compute.internal","info","Other","default","ip-10-19-46-14.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-zr55r","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","1019","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-zr55r_kernel-traefikv2","infrequent"
"1667250522658","10/31/2022 14:08:42.658 -0700","{""timestamp"":1667250522658,""log"":{""ClientAddr"":""10.19.192.64:8026"",""ClientHost"":""10.19.192.64"",""ClientPort"":""8026"",""ClientUsername"":""-"",""DownstreamContentSize"":2111,""DownstreamStatus"":200,""Duration"":982634,""OriginContentSize"":2111,""OriginDuration"":931989,""OriginStatus"":200,""Overhead"":50645,""RequestAddr"":""10.19.92.85"",""RequestContentSize"":0,""RequestCount"":4604,""RequestHost"":""10.19.92.85"",""RequestMethod"":""GET"",""RequestPath"":""/aari"",""RequestPort"":""-"",""RequestProtocol"":""HTTP/1.1"",""RequestScheme"":""http"",""RetryAttempts"":0,""RouterName"":""aari_static@file"",""ServiceAddr"":""127.0.0.1:4569"",""ServiceName"":""aari_static@file"",""ServiceURL"":{""Scheme"":""http"",""Opaque"":"""",""User"":null,""Host"":""127.0.0.1:4569"",""Path"":"""",""RawPath"":"""",""OmitHost"":false,""ForceQuery"":false,""RawQuery"":"""",""Fragment"":"""",""RawFragment"":""""},""StartLocal"":""2022-10-31T21:08:42.657681884Z"",""StartUTC"":""2022-10-31T21:08:42.657681884Z"",""entryPointName"":""web"",""level"":""info"",""msg"":"""",""time"":""2022-10-31T21:08:42Z""},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.658862165Z""}","test-us-west-2-eks","test-us-west-2-eks","hbc-traefikv2","lilywei-hbc","test","ip-10-19-85-194.us-west-2.compute.internal","info","Other","default","ip-10-19-85-194.us-west-2.compute.internal","lilywei-hbc-66757cd79d-25nbs","aws","us-west-2","lilywei-hbc_lilywei-hbc-internal","1027","logs","test/aws/us-west-2/k8s/default/lilywei-hbc","44.232.204.179","default_lilywei-hbc-66757cd79d-25nbs_hbc-traefikv2","infrequent"
"1667250522264","10/31/2022 14:08:42.264 -0700","{""timestamp"":1667250522264,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":264334000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob execution complete at  21:08:42 10/31/2022 and reports: Job Succeeded"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.264450003Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","543","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250522264","10/31/2022 14:08:42.264 -0700","{""timestamp"":1667250522264,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":264016000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""ProcessDeploymentQueueJob took (5) ms to execute job"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""39e44790c25d3870"",""NewRelic:trace.id"":""b42e7a7062761846e6c04ea461f41ba9""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.264110274Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","581","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250522264","10/31/2022 14:08:42.264 -0700","{""timestamp"":1667250522264,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":263927000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Queue empty nothing to process"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""39e44790c25d3870"",""NewRelic:trace.id"":""b42e7a7062761846e6c04ea461f41ba9""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.264053655Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","559","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250522259","10/31/2022 14:08:42.259 -0700","{""timestamp"":1667250522259,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":258734000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""com.automationanywhere.devices.quartz.job.ProcessDeploymentQueueJob"",""message"":""Processing queue started"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.log4j.spi.AbstractLogger"",""contextMap"":{""NewRelic:span.id"":""39e44790c25d3870"",""NewRelic:trace.id"":""b42e7a7062761846e6c04ea461f41ba9""},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.258822845Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","553","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
"1667250522258","10/31/2022 14:08:42.258 -0700","{""timestamp"":1667250522258,""log"":{""instant"":{""epochSecond"":1667250522,""nanoOfSecond"":258517000},""thread"":""DevicesQuartzScheduler_Worker-1"",""level"":""INFO"",""loggerName"":""org.quartz.plugins.history.LoggingJobHistoryPlugin"",""message"":""Job ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob fired (by trigger ProcessDeploymentQueueJobGroup.ProcessDeploymentQueueJob) at:  21:08:42 10/31/2022"",""endOfBatch"":false,""loggerFqcn"":""org.apache.logging.slf4j.Log4jLogger"",""contextMap"":{},""threadId"":367,""threadPriority"":5},""stream"":""stdout"",""time"":""2022-10-31T21:08:42.25871694Z""}","test-us-west-2-eks","test-us-west-2-eks","kernel-kernel","lilywei-kernel","test","ip-10-19-70-63.us-west-2.compute.internal","INFO","Other","default","ip-10-19-70-63.us-west-2.compute.internal","lilywei-kernel-5b4df4c899-2429k","aws","us-west-2","lilywei-kernel_lilywei-kernel-internal","573","logs","test/aws/us-west-2/k8s/default/lilywei-kernel","35.155.28.36","default_lilywei-kernel-5b4df4c899-2429k_kernel-kernel","infrequent"
